file,script,status
"public/sounds/ecd/reading/sight-words/prompts/we.wav","[cheerfully] We. We play together. Which word is we?","recorded"
"public/sounds/ecd/reading/sight-words/prompts/go.wav","[excited] Go. Let us go home. Which word is go?","recorded"
"public/sounds/ecd/reading/cvc/intro.wav","[excited] Welcome, sound blender! Listen to three letter sounds, push them together, and tap the word they make!","recorded"
"public/sounds/ecd/reading/cvc/prompts/cat.wav","[rhythmically] C, a, t. Push the sounds together: cat! Which one is cat?","recorded"
"public/sounds/ecd/reading/cvc/prompts/dog.wav","[rhythmically] D, o, g. Push the sounds together: dog! Which one is dog?","recorded"
"public/sounds/ecd/reading/cvc/prompts/pig.wav","[rhythmically] P, i, g. Push the sounds together: pig! Which one is pig?","recorded"
"public/sounds/ecd/reading/cvc/prompts/sun.wav","[rhythmically] S, u, n. Push the sounds together: sun! Which one is sun?","recorded"
"public/sounds/ecd/reading/cvc/prompts/hen.wav","[rhythmically] H, e, n. Push the sounds together: hen! Which one is hen?","recorded"
"public/sounds/ecd/reading/cvc/prompts/cup.wav","[rhythmically] C, u, p. Push the sounds together: cup! Which one is cup?","recorded"
"public/sounds/ecd/reading/cvc/prompts/map.wav","[rhythmically] M, a, p. Push the sounds together: map! Which one is map?","recorded"
"public/sounds/ecd/reading/cvc/prompts/bed.wav","[rhythmically] B, e, d. Push the sounds together: bed! Which one is bed?","recorded"
"public/sounds/ecd/phonics/feedback/correct-1.wav","[claps and laughs] Yes! You did it! That's the one!","recorded"
"public/sounds/ecd/phonics/feedback/correct-2.wav","[cheers] Woo-hoo! You are a super sound finder!","recorded"
"public/sounds/ecd/phonics/feedback/correct-3.wav","[giggles] Brilliant! Your listening ears are working perfectly!","recorded"
"public/sounds/ecd/phonics/feedback/correct-4.wav","[happy gasp] Wow! That is exactly right! High five!","recorded"
"public/sounds/ecd/phonics/feedback/correct-5.wav","[laughs] Yes, yes, yes! You are getting so good at this!","recorded"
"public/sounds/ecd/phonics/feedback/tryagain-1.wav","[gentle giggle] Ooh, not that one. Have a listen again — you can do it!","recorded"
"public/sounds/ecd/phonics/feedback/tryagain-2.wav","[warmly] So close! Let's use our listening ears one more time.","recorded"
"public/sounds/ecd/phonics/feedback/tryagain-3.wav","[playful hmm] Hmm, that one sounds different. Try again!","recorded"
"public/sounds/ecd/phonics/feedback/tryagain-4.wav","[encouraging] Nearly there, my friend. Have another go!","recorded"
"public/sounds/ecd/phonics/feedback/tryagain-5.wav","[soft chuckle] Oops! No problem at all. Let's try once more!","recorded"
"public/sounds/ecd/phonics/feedback/finished.wav","[cheers and claps] Hooray! You finished them all! [giggles] You are a reading star. Shall we play again?","recorded"
"public/sounds/ecd/maths/numbers/0.wav","Zero.","missing"
"public/sounds/ecd/maths/numbers/1.wav","One.","missing"
"public/sounds/ecd/maths/numbers/2.wav","Two.","missing"
"public/sounds/ecd/maths/numbers/3.wav","Three.","missing"
"public/sounds/ecd/maths/numbers/4.wav","Four.","missing"
"public/sounds/ecd/maths/numbers/5.wav","Five.","missing"
"public/sounds/ecd/maths/numbers/6.wav","Six.","missing"
"public/sounds/ecd/maths/numbers/7.wav","Seven.","missing"
"public/sounds/ecd/maths/numbers/8.wav","Eight.","missing"
"public/sounds/ecd/maths/numbers/9.wav","Nine.","missing"
"public/sounds/ecd/maths/numbers/10.wav","Ten.","missing"
"public/sounds/ecd/maths/numbers/11.wav","Eleven.","missing"
"public/sounds/ecd/maths/numbers/12.wav","Twelve.","missing"
"public/sounds/ecd/maths/numbers/13.wav","Thirteen.","missing"
"public/sounds/ecd/maths/numbers/14.wav","Fourteen.","missing"
"public/sounds/ecd/maths/numbers/15.wav","Fifteen.","missing"
"public/sounds/ecd/maths/numbers/16.wav","Sixteen.","missing"
"public/sounds/ecd/maths/numbers/17.wav","Seventeen.","missing"
"public/sounds/ecd/maths/numbers/18.wav","Eighteen.","missing"
"public/sounds/ecd/maths/numbers/19.wav","Nineteen.","missing"
"public/sounds/ecd/maths/numbers/20.wav","Twenty.","missing"
